GEOID20,STATEFP20,COUNTYFP20,NAME20,CountyName,SubdivisionName,SubdivisionType,SLDLST20,SLDUST20,CD116FP,SLDLST22,SLDUST22,CDNew,pop,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_mcg,uss_16_rep_too,atg_16_dem_sha,atg_16_rep_raf,uss_18_dem_cas,uss_18_rep_bar,gov_18_dem_wol,gov_18_rep_wag,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,nrv,ndv,Tot_2010_tot,Tot_2010_vap,Tot_2019_cvap
42001000170,42,001,FRANKLIN DISTRICT 01,Adams,Franklin,Township,091,033,13,91,33,13,2358,113,2133,22,3,22,0,1,64,1910,78,1756,18,3,15,0,1,39,297.7,766.6,308.1,754.3,312.9,782.6,319.5,583.2,330.8,571.9,767.8,306.2,577.5,325.1,,,691.7,313.8,2485,1935,1753
42001000190,42,001,FREEDOM,Adams,Freedom,Township,091,033,13,91,33,13,825,6,788,9,0,5,0,0,17,702,6,675,8,0,5,0,0,8,158.9,347.2,158.9,349.8,164.1,359.7,168.3,274.3,179.4,266.8,352.2,160.6,270.5,173.9,,,319.6,165.9,831,672,750
42001000200,42,001,GERMANY,Adams,Germany,Township,091,033,13,91,33,13,2844,57,2675,17,0,11,0,10,74,2290,35,2177,12,0,11,0,6,49,255.0,1028.0,268.0,956.0,297.0,999.0,302.0,798.0,336.0,771.0,994.3,273.3,784.5,319.0,,,910.4,291.6,2700,2050,2175
42001000260,42,001,HAMILTON,Adams,Hamilton,Township,193,033,13,193,33,13,2714,127,2510,10,3,18,0,0,46,2114,91,1983,9,3,13,0,0,15,286.0,1020.7,304.0,980.5,351.9,972.6,321.1,732.7,367.8,697.6,991.3,314.0,715.2,344.4,,,880.8,326.1,2530,1930,1928
42001000230,42,001,GETTYSBURG WARD 02,Adams,Gettysburg,Borough,091,033,13,91,33,13,3192,292,2434,165,25,171,2,14,89,2993,261,2321,150,25,166,2,10,58,855.0,327.0,772.0,409.0,770.0,432.0,672.0,193.0,689.0,174.0,389.3,799.0,183.5,680.5,,,307.0,751.6,3383,3166,3120
42001000270,42,001,HAMILTONBAN,Adams,Hamiltonban,Township,091,033,13,91,33,13,2300,50,2157,8,5,11,5,1,63,1891,34,1786,7,5,11,0,1,47,277.3,815.0,294.4,768.8,309.5,784.2,294.6,574.4,305.8,559.2,789.4,293.7,566.8,300.2,,,700.3,296.3,2372,1923,1665
42001000310,42,001,LATIMORE,Adams,Latimore,Township,193,033,13,193,33,13,2646,104,2426,12,3,9,0,16,76,2069,69,1929,6,3,9,0,14,39,317.8,1066.6,345.8,1053.7,368.7,1077.2,362.4,801.1,407.0,756.7,1065.8,344.1,778.9,384.7,,,951.1,360.4,2580,1966,2010
42001000320,42,001,LIBERTY,Adams,Liberty,Township,091,033,13,91,33,13,1376,11,1305,9,0,0,2,2,47,1107,6,1052,8,0,0,0,2,39,171.7,419.5,179.2,402.8,170.8,422.8,179.2,322.4,189.2,314.0,415.0,173.9,318.2,184.2,,,376.3,178.0,1237,992,1066
42001000330,42,001,LITTLESTOWN WARD 01,Adams,Littlestown,Borough,091,033,13,91,33,13,2470,76,2184,56,3,14,4,10,123,1875,53,1683,37,3,9,0,7,83,203.0,701.0,227.0,679.0,241.0,704.0,207.0,489.0,220.0,482.0,694.7,223.7,485.5,213.5,,,611.0,219.6,2421,1783,1799
42001000370,42,001,MENALLEN,Adams,Menallen,Township,193,033,13,193,33,13,3701,631,2913,33,13,15,0,16,80,2835,381,2343,20,13,12,0,16,50,387.3,1145.6,397.5,1112.0,420.7,1133.3,400.7,858.3,422.1,834.9,1130.3,401.8,846.6,411.4,,,1016.8,405.7,3515,2648,2583
42001000380,42,001,MOUNT JOY DISTRICT 01,Adams,Mount Joy,Township,091,033,13,91,33,13,1834,78,1636,20,0,29,0,5,66,1497,45,1367,20,0,19,0,1,45,390.2,616.3,388.2,598.1,379.4,635.3,377.6,456.1,403.9,433.8,616.5,386.0,445.0,390.8,,,547.9,387.9,1782,1454,1610
42001000390,42,001,MOUNT PLEASANT DISTRICT 01,Adams,Mount Pleasant,Township,091,033,13,91,33,13,2622,86,2387,28,6,11,0,8,96,2131,51,1981,26,3,11,0,5,54,337.4,838.6,336.4,825.8,354.2,837.6,368.0,619.6,383.8,603.8,834.0,342.7,611.7,375.9,,,745.1,356.0,2579,2033,2056
42001000425,42,001,OXFORD DISTRICT 01,Adams,Oxford,Township,193,033,13,193,33,13,3273,315,2840,30,2,37,0,2,47,2571,216,2271,20,2,28,0,0,34,323.1,827.2,358.5,781.8,382.3,802.0,369.5,645.0,377.3,637.2,803.7,354.6,641.1,373.4,,,738.7,362.2,2754,2026,2370
42001000450,42,001,STRABAN DISTRICT 02,Adams,Straban,Township,091,033,13,91,33,13,2679,315,2150,96,5,18,1,10,84,2197,208,1803,94,5,16,1,7,63,307.8,751.3,321.4,716.7,347.1,740.7,334.0,555.2,348.1,546.5,736.2,325.4,550.8,341.1,,,662.1,331.7,2610,2117,2087
42001000440,42,001,STRABAN DISTRICT 01,Adams,Straban,Township,091,033,13,91,33,13,2172,153,1902,37,0,17,1,7,55,1810,85,1636,36,0,15,1,1,36,499.4,675.2,486.4,681.1,500.4,705.1,507.4,531.3,550.3,485.4,687.1,495.4,508.4,528.8,,,615.6,508.8,2314,1857,1798
42001000460,42,001,TYRONE,Adams,Tyrone,Township,193,033,13,193,33,13,2268,263,1915,18,7,16,1,2,46,1788,148,1578,14,6,9,1,2,30,240.5,723.8,243.6,717.2,260.7,734.9,245.9,511.2,264.2,495.8,725.3,248.3,503.5,255.0,,,636.6,251.0,2298,1748,1445
42001000480,42,001,UNION,Adams,Union,Township,091,033,13,91,33,13,3076,48,2885,13,1,17,0,16,96,2499,36,2356,9,1,15,0,15,67,311.0,1155.0,340.0,1081.0,348.0,1123.0,342.0,881.0,380.0,839.0,1119.7,333.0,860.0,361.0,,,1015.8,344.2,3148,2404,2620
42001000240,42,001,GETTYSBURG WARD 03 PRECINCT 01,Adams,Gettysburg,Borough,091,033,13,91,33,13,1689,326,1157,93,3,30,1,10,69,1339,186,996,79,3,25,1,8,41,435.0,320.0,422.0,356.0,446.0,355.0,386.0,255.0,392.0,250.0,343.7,434.3,252.5,389.0,,,307.2,416.2,1834,1444,1405
42001000280,42,001,HIGHLAND,Adams,Highland,Township,091,033,13,91,33,13,997,15,920,7,4,5,0,9,37,809,11,759,3,4,3,0,8,21,155.9,393.4,153.8,387.1,158.7,390.6,187.4,282.6,196.9,274.2,390.4,156.1,278.4,192.2,,,345.6,170.5,943,740,790
42001000340,42,001,LITTLESTOWN WARD 02,Adams,Littlestown,Borough,091,033,13,91,33,13,2312,92,2076,20,7,10,0,4,103,1818,53,1682,18,7,9,0,4,45,274.0,716.0,293.0,682.0,299.0,703.0,293.0,540.0,315.0,522.0,700.3,288.7,531.0,304.0,,,632.6,294.8,2013,1537,1481
42001000360,42,001,MCSHERRYSTOWN DISTRICT 02,Adams,McSherrystown,Borough,091,033,13,91,33,13,1269,106,1078,16,1,7,0,6,55,967,54,850,13,1,7,0,4,38,150.0,301.0,159.0,290.0,167.0,302.0,145.0,193.0,157.0,173.0,297.7,158.7,183.0,151.0,,,251.8,155.6,1230,913,1072
42001000350,42,001,MCSHERRYSTOWN DISTRICT 01,Adams,McSherrystown,Borough,091,033,13,91,33,13,1808,186,1493,39,1,21,1,8,59,1388,115,1197,27,1,14,1,6,27,189.0,393.0,224.0,339.0,249.0,364.0,232.0,254.0,240.0,253.0,365.3,220.7,253.5,236.0,,,320.6,226.8,1808,1339,1193
42001000385,42,001,MOUNT JOY DISTRICT 02,Adams,Mount Joy,Township,091,033,13,91,33,13,1955,75,1756,31,2,15,0,14,62,1614,39,1496,20,2,10,0,4,43,277.5,728.1,282.4,708.5,289.3,735.9,304.9,582.4,327.4,568.7,724.2,283.1,575.6,316.1,,,664.7,296.3,1892,1476,1415
42001000400,42,001,MOUNT PLEASANT DISTRICT 02,Adams,Mount Pleasant,Township,091,033,13,91,33,13,2044,351,1616,14,0,12,0,0,51,1599,212,1328,10,0,12,0,0,37,158.8,436.9,177.8,417.8,199.4,412.1,170.6,309.6,176.7,302.7,422.3,178.6,306.1,173.6,,,375.8,176.6,2114,1619,1574
42001000410,42,001,NEW OXFORD,Adams,New Oxford,Borough,193,033,13,193,33,13,1868,319,1462,15,2,8,0,6,56,1389,183,1152,10,2,8,0,2,32,250.0,403.0,266.0,380.0,302.0,385.0,235.0,236.0,243.0,224.0,389.3,272.7,230.0,239.0,,,325.6,259.2,1783,1320,1310
42001000427,42,001,OXFORD DISTRICT 02,Adams,Oxford,Township,193,033,13,193,33,13,2663,185,2383,27,2,7,0,5,54,2225,101,2058,26,2,5,0,3,30,435.4,891.0,433.0,883.3,465.9,902.8,476.3,685.1,538.8,629.6,892.4,444.8,657.4,507.6,,,798.4,469.9,2763,2276,2085
42001000290,42,001,HUNTINGTON DISTRICT 01,Adams,Huntington,Township,193,033,13,193,33,13,2395,204,2087,8,4,19,0,7,66,1849,124,1661,5,1,16,0,7,35,213.4,857.4,218.4,826.7,219.4,863.4,214.4,682.7,224.3,668.8,849.1,217.1,675.7,219.4,,,779.8,218.0,2369,1814,1736
42001000010,42,001,ABBOTTSTOWN,Adams,Abbottstown,Borough,193,033,13,193,33,13,1022,132,853,7,1,2,1,4,22,744,83,639,0,1,1,1,3,16,121.7,283.3,130.8,265.2,148.2,276.3,123.0,190.3,123.2,192.1,274.9,133.6,191.2,123.1,,,241.4,129.4,1011,752,661
42001000040,42,001,BERWICK,Adams,Berwick,Township,193,033,13,193,33,13,2403,118,2118,34,7,34,0,10,82,1971,70,1781,28,2,26,0,4,60,256.6,814.7,288.6,743.8,303.5,786.8,288.6,574.1,317.5,553.1,781.8,282.9,563.6,303.0,,,694.5,290.9,2389,1866,1881
42001000020,42,001,ARENDTSVILLE,Adams,Arendtsville,Borough,193,033,13,193,33,13,867,175,670,9,0,5,0,0,8,634,97,521,8,0,4,0,0,4,142.1,233.5,140.1,230.5,152.0,236.5,150.1,176.9,159.0,170.9,233.5,144.8,173.9,154.5,,,209.7,148.7,952,696,558
42001000030,42,001,BENDERSVILLE,Adams,Bendersville,Borough,193,033,13,193,33,13,736,265,428,8,1,0,0,1,33,519,163,333,7,1,0,0,1,14,83.0,153.0,83.0,159.0,96.0,158.0,74.0,103.0,76.0,98.0,156.7,87.3,100.5,75.0,,,134.2,82.4,641,459,472
42001000050,42,001,BIGLERVILLE,Adams,Biglerville,Borough,193,033,13,193,33,13,1225,231,930,13,3,4,1,3,40,926,141,741,13,3,0,1,3,24,148.0,314.0,150.0,306.0,164.0,320.0,152.0,231.0,168.0,215.0,313.3,154.0,223.0,160.0,,,277.2,156.4,1200,902,889
42001000070,42,001,BUTLER,Adams,Butler,Township,193,033,13,193,33,13,2550,246,2197,8,3,10,2,9,75,2084,145,1866,8,3,8,2,9,43,305.6,874.9,298.7,862.0,310.7,899.7,327.5,690.3,359.2,651.7,878.9,305.0,671.0,343.3,,,795.7,320.3,2567,2086,1896
42001000490,42,001,YORK SPRINGS,Adams,York Springs,Borough,193,033,13,193,33,13,683,312,347,6,0,3,0,1,14,496,205,270,6,0,3,0,1,11,62.2,109.1,68.0,100.5,62.2,116.8,66.0,67.0,74.7,59.4,108.8,64.1,63.2,70.4,,,90.6,66.6,833,580,589
42001000082,42,001,CARROLL VALLEY DISTRICT 02,Adams,Carroll Valley,Borough,091,033,13,91,33,13,1811,38,1666,6,6,8,1,8,78,1456,30,1363,4,1,7,0,1,50,322.4,720.2,318.2,721.1,340.8,737.8,336.5,553.7,349.3,534.1,726.4,327.1,543.9,342.9,,,653.4,333.4,1762,1287,1457
42001000078,42,001,CARROLL VALLEY DISTRICT 01,Adams,Carroll Valley,Borough,091,033,13,91,33,13,2129,43,1949,5,4,10,0,25,93,1698,32,1580,5,3,7,0,12,59,339.0,783.3,357.7,739.2,366.4,785.3,327.3,581.9,325.4,581.9,769.3,354.4,581.9,326.4,,,694.3,343.2,2114,1592,1622
42001000060,42,001,BONNEAUVILLE,Adams,Bonneauville,Borough,091,033,13,91,33,13,1758,76,1552,35,0,11,1,3,80,1334,50,1201,23,0,10,1,3,46,191.0,519.0,216.0,480.0,233.0,503.0,222.0,375.0,231.0,368.0,500.7,213.3,371.5,226.5,,,449.0,218.6,1800,1297,1415
42001000090,42,001,CONEWAGO DISTRICT 01,Adams,Conewago,Township,091,033,13,91,33,13,3555,191,3197,37,1,20,2,14,93,2928,110,2706,31,1,18,2,6,54,410.4,964.5,427.4,928.5,461.6,933.5,472.7,686.2,501.5,647.0,942.2,433.1,666.6,487.1,,,831.9,454.7,3476,2735,2846
42001000100,42,001,CONEWAGO DISTRICT 02,Adams,Conewago,Township,091,033,13,91,33,13,4320,130,3965,71,3,32,1,11,107,3264,73,3047,46,3,26,1,8,60,415.0,1097.0,435.0,1063.0,467.0,1073.0,477.0,863.0,506.0,827.0,1077.7,439.0,845.0,491.5,,,984.6,460.0,3604,2610,2904
42001000130,42,001,CUMBERLAND DISTRICT 03,Adams,Cumberland,Township,091,033,13,91,33,13,1898,132,1608,36,0,48,0,2,72,1609,80,1408,31,0,37,0,2,51,410.4,578.4,397.1,604.8,398.1,624.4,434.1,448.1,466.1,420.2,602.6,401.9,434.1,450.1,,,535.2,421.2,1750,1438,1561
42001000110,42,001,CUMBERLAND DISTRICT 01,Adams,Cumberland,Township,091,033,13,91,33,13,2147,170,1756,89,2,26,0,4,100,1701,113,1445,60,2,21,0,4,56,493.6,568.6,481.9,583.2,483.9,602.6,481.9,443.9,518.9,410.8,584.8,486.5,427.4,500.4,,,521.8,492.0,1799,1462,1477
42001000120,42,001,CUMBERLAND DISTRICT 02,Adams,Cumberland,Township,091,033,13,91,33,13,1417,26,1295,26,0,26,0,2,42,1171,10,1090,24,0,21,0,0,26,212.1,594.5,225.0,564.5,237.9,574.0,213.8,454.4,240.8,430.5,577.7,225.0,442.4,227.3,,,523.6,225.9,1432,1183,1030
42001000140,42,001,CUMBERLAND DISTRICT 04,Adams,Cumberland,Township,091,033,13,91,33,13,1571,52,1383,31,0,44,0,5,56,1319,33,1194,26,0,36,0,2,28,415.6,523.9,411.9,548.0,409.0,566.8,487.6,437.3,508.5,417.9,546.2,412.2,427.6,498.1,,,498.8,446.5,1181,994,1022
42001000150,42,001,EAST BERLIN,Adams,East Berlin,Borough,193,033,13,193,33,13,1542,85,1381,14,2,11,1,8,40,1181,34,1095,14,2,11,0,7,18,191.4,461.4,201.2,435.8,214.4,456.1,204.7,343.2,217.0,334.4,451.1,202.3,338.8,210.9,,,406.2,205.7,1521,1185,1360
42001000160,42,001,FAIRFIELD,Adams,Fairfield,Borough,091,033,13,91,33,13,526,12,493,6,0,2,0,0,13,429,7,410,6,0,2,0,0,4,102.0,175.0,100.0,173.0,105.0,172.0,109.0,134.0,112.0,132.0,173.3,102.3,133.0,110.5,,,157.2,105.6,507,424,405
42001000180,42,001,FRANKLIN DISTRICT 02,Adams,Franklin,Township,091,033,13,91,33,13,2318,142,2045,32,4,11,0,8,76,1917,95,1726,20,4,9,0,3,60,274.6,794.3,294.8,750.3,308.9,776.3,311.1,603.3,345.3,574.1,773.7,292.8,588.7,328.2,,,699.7,306.9,2392,1956,2124
42001000432,42,001,READING DISTRICT 01,Adams,Reading,Township,193,033,13,193,33,13,1901,120,1694,7,2,9,1,3,65,1496,76,1361,5,2,9,1,3,39,265.9,739.3,282.0,702.0,294.7,730.6,288.4,557.8,321.0,531.8,723.9,280.9,544.8,304.7,,,652.3,290.4,1902,1400,1385
42001000434,42,001,READING DISTRICT 02,Adams,Reading,Township,193,033,13,193,33,13,1986,218,1695,10,0,7,1,9,46,1482,134,1291,6,0,7,1,9,34,162.4,477.0,176.7,437.1,192.5,458.8,191.6,343.4,213.8,330.1,457.6,177.2,336.8,202.7,,,409.3,187.4,1925,1443,1664
42001000436,42,001,READING DISTRICT 03,Adams,Reading,Township,193,033,13,193,33,13,1912,36,1797,6,5,6,3,3,56,1516,29,1437,1,5,6,3,2,33,225.4,611.9,235.7,593.5,238.0,615.9,232.2,477.1,259.8,451.3,607.1,233.0,464.2,246.0,,,549.9,238.2,1953,1424,1381
42001000210,42,001,GETTYSBURG WARD 01 PRECINCT 01,Adams,Gettysburg,Borough,091,033,13,91,33,13,2225,256,1658,124,1,68,0,11,107,1854,174,1451,106,1,49,0,7,66,491.0,325.0,494.0,322.0,518.0,327.0,470.0,208.0,478.0,206.0,324.7,501.0,207.0,474.0,,,277.6,490.2,2403,2012,1840
42079000025,42,079,ASHLEY WARD 02,Luzerne,Ashley,Borough,121,014,08,119,20,8,872,59,750,37,0,3,0,0,23,712,39,633,23,0,2,0,0,15,161.0,214.0,190.0,164.0,215.0,145.0,171.0,161.0,201.0,122.0,174.3,188.7,141.5,186.0,,,161.2,187.6,944,776,586
42079000010,42,079,ASHLEY WARD 01,Luzerne,Ashley,Borough,121,014,08,119,20,8,1724,154,1433,70,1,12,0,4,50,1411,86,1228,59,1,6,0,4,27,313.0,343.0,340.0,273.0,380.0,251.0,307.0,247.0,335.0,217.0,289.0,344.3,232.0,321.0,,,266.2,335.0,1846,1491,1519
42079000060,42,079,AVOCA WARD 02,Luzerne,Avoca,Borough,118,022,08,118,22,8,804,38,735,6,0,11,0,0,14,686,25,635,6,0,11,0,0,9,212.5,178.7,216.5,155.5,245.6,136.5,216.5,123.4,228.5,107.4,156.9,224.9,115.4,222.5,,,140.3,223.9,820,677,630
42079000050,42,079,AVOCA WARD 01,Luzerne,Avoca,Borough,118,022,08,118,22,8,802,20,742,9,1,2,0,0,28,671,12,624,7,1,2,0,0,25,229.1,221.8,257.4,156.0,298.3,137.0,235.4,129.6,249.1,113.2,171.6,261.6,121.4,242.2,,,151.5,253.8,845,683,742
42079000070,42,079,AVOCA WARD 03,Luzerne,Avoca,Borough,118,022,08,118,22,8,901,37,834,10,0,1,0,0,19,748,26,703,6,0,1,0,0,12,256.5,287.6,272.9,213.4,311.5,209.7,234.0,167.5,252.9,144.7,236.9,280.3,156.1,243.5,,,204.6,265.6,998,790,840
42079000083,42,079,BEAR CREEK DISTRICT 02,Luzerne,Bear Creek,Township,118,014,08,121,29,8,1380,41,1267,11,0,24,0,1,36,1121,16,1055,9,0,12,0,0,29,274.3,556.4,307.0,483.3,333.6,464.0,261.5,419.9,292.6,384.8,501.3,305.0,402.3,277.1,,,461.7,293.8,1385,1089,1065
42079000080,42,079,BEAR CREEK DISTRICT 01,Luzerne,Bear Creek,Township,118,014,08,121,29,8,1128,39,1049,1,2,6,0,1,30,940,22,894,0,2,3,0,1,18,187.7,462.4,227.2,386.1,284.1,348.7,188.9,334.0,217.1,301.6,399.1,233.0,317.8,203.0,,,366.6,221.0,1138,938,934
42079000088,42,079,BEAR CREEK DISTRICT 03,Luzerne,Bear Creek,Township,118,014,08,121,29,8,246,13,221,5,0,0,0,0,7,208,10,189,5,0,0,0,0,4,44.3,94.2,52.8,79.2,52.8,85.8,39.6,79.2,42.4,76.3,86.4,49.9,77.7,41.0,,,82.9,46.4,251,191,184
42079000095,42,079,BEAR CREEK VILLAGE,Luzerne,Bear Creek Village,Borough,118,014,08,121,29,8,291,21,262,0,0,2,0,3,3,237,10,222,0,0,0,0,2,3,71.3,109.8,67.6,107.1,73.8,104.9,74.1,102.5,80.4,95.2,107.3,70.9,98.8,77.3,,,103.9,73.5,257,211,185
42079000120,42,079,BUCK,Luzerne,Buck,Township,118,014,08,121,29,8,379,11,344,5,3,4,0,3,9,325,6,299,5,2,4,0,1,8,53.5,153.8,62.5,125.3,75.8,126.1,56.3,124.0,74.6,104.6,135.0,63.9,114.3,65.5,,,126.7,64.6,435,361,317
42079000180,42,079,CONYNGHAM,Luzerne,Conyngham,Borough,116,027,09,117,27,9,1825,93,1630,16,0,25,0,4,57,1514,53,1394,13,0,18,0,4,32,323.4,678.8,337.9,620.1,368.3,595.6,313.2,576.6,435.1,446.1,631.5,343.2,511.3,374.1,,,583.4,355.6,1914,1574,1650
42079000165,42,079,CONYNGHAM DISTRICT 01,Luzerne,Conyngham,Township,116,020,09,117,27,9,1312,47,1196,11,2,2,4,2,48,1076,32,999,6,2,2,2,2,31,159.8,403.6,193.8,314.8,216.5,318.0,158.0,255.5,185.8,227.6,345.5,190.0,241.5,171.9,,,303.9,182.8,1453,1180,1355
42079000190,42,079,COURTDALE,Luzerne,Courtdale,Borough,120,020,08,120,20,8,689,17,652,1,0,9,2,0,8,582,9,561,1,0,6,2,0,3,113.5,219.7,128.6,183.8,146.6,173.4,125.8,169.2,144.7,152.2,192.3,129.6,160.7,135.2,,,179.7,131.8,726,608,501
42079000230,42,079,DALLAS WARD NORTH,Luzerne,Dallas,Borough,117,020,09,117,20,9,1046,32,958,14,1,20,0,0,21,817,18,766,2,1,18,0,0,12,131.9,215.5,128.8,208.2,135.5,215.5,217.9,269.5,241.8,239.9,213.1,132.1,254.7,229.8,,,229.7,171.2,1077,791,898
42079000240,42,079,DALLAS WARD SOUTH,Luzerne,Dallas,Borough,117,020,09,117,20,9,1648,26,1537,3,0,30,0,2,50,1341,13,1270,3,0,22,0,0,33,378.8,613.9,386.6,572.5,410.6,583.4,312.8,374.9,341.1,345.5,589.9,392.0,360.2,326.9,,,498.0,366.0,1727,1355,1362
42079000225,42,079,DALLAS DISTRICT 03,Luzerne,Dallas,Township,117,020,08,120,20,8,1829,33,1717,6,3,23,0,1,46,1496,19,1426,1,3,22,0,0,25,417.3,692.8,419.3,651.6,444.6,644.3,404.1,577.2,456.3,511.8,662.9,427.1,544.5,430.2,,,615.5,428.3,1852,1564,1622
42079000205,42,079,DALLAS DISTRICT 01,Luzerne,Dallas,Township,117,020,08,120,20,8,1319,27,1246,5,1,11,0,0,29,1083,22,1035,5,1,9,0,0,11,256.0,406.9,247.6,383.8,270.1,370.5,248.9,315.9,280.6,274.8,387.1,257.9,295.3,264.7,,,350.4,260.6,1482,1227,1329
42079000280,42,079,DUPONT WARD 02,Luzerne,Dupont,Borough,118,022,08,118,22,8,933,30,862,14,0,4,0,2,21,790,20,739,12,0,3,0,2,14,192.5,249.4,208.9,199.4,236.2,186.3,190.1,165.5,206.6,151.7,211.7,212.5,158.6,198.3,,,190.5,206.9,942,772,776
42079000310,42,079,DURYEA WARD 02,Luzerne,Duryea,Borough,118,022,08,118,22,8,2459,74,2241,29,3,46,0,5,61,1939,48,1798,18,1,34,0,2,38,510.3,674.8,541.2,545.9,629.2,503.5,499.5,487.1,562.8,417.8,574.7,560.2,452.4,531.1,,,525.8,548.6,2241,1748,1752
42079000366,42,079,EDWARDSVILLE WARD 02,Luzerne,Edwardsville,Borough,120,014,08,119,20,8,2102,183,1533,231,7,31,0,5,112,1660,87,1324,156,4,23,0,5,61,358.0,382.3,370.7,297.4,401.3,301.0,285.5,259.2,306.9,238.7,326.9,376.7,249.0,296.2,,,295.7,344.5,2016,1590,1698
42079000442,42,079,EXETER WARD 02,Luzerne,Exeter,Borough,120,014,08,120,20,8,2533,75,2246,105,8,24,1,6,68,2002,43,1838,61,3,15,1,5,36,553.7,627.9,610.5,498.2,681.3,464.7,541.6,415.7,581.1,366.9,530.2,615.1,391.3,561.4,,,474.7,593.6,2507,2001,1760
42079000430,42,079,EXETER WARD 01,Luzerne,Exeter,Borough,120,014,08,120,20,8,917,26,861,11,1,1,1,0,16,750,12,716,9,0,1,1,0,11,234.0,253.1,246.1,214.8,249.6,212.2,215.7,190.5,234.0,172.2,226.7,243.2,181.3,224.8,,,208.6,235.9,951,754,701
42079000470,42,079,FAIRMOUNT,Luzerne,Fairmount,Township,117,027,09,117,20,9,1210,14,1151,3,1,4,0,3,34,981,13,929,3,0,4,0,3,29,118.0,419.0,142.0,366.0,145.0,383.0,138.0,323.0,150.0,309.0,389.3,135.0,316.0,144.0,,,360.0,138.6,1276,1003,1165
42079000515,42,079,FORTY FORT WARD 02,Luzerne,Forty Fort,Borough,120,020,08,120,20,8,1322,69,1172,29,0,13,0,2,37,1065,45,966,16,0,11,0,2,25,319.0,370.0,324.0,334.0,349.0,326.0,335.0,265.0,372.0,220.0,343.3,330.7,242.5,353.5,,,303.0,339.8,1299,1037,1072
42079000495,42,079,FORTY FORT WARD 01,Luzerne,Forty Fort,Borough,120,020,08,120,20,8,1580,64,1392,33,0,24,4,7,56,1314,46,1185,19,0,22,4,3,35,412.0,447.9,426.2,396.7,447.7,397.2,398.9,329.9,437.7,287.1,413.9,428.6,308.5,418.3,,,371.8,424.5,1599,1330,1172
42079000580,42,079,FRANKLIN,Luzerne,Franklin,Township,117,020,08,120,20,8,1716,30,1601,7,1,9,0,6,62,1391,23,1315,0,0,5,0,2,46,249.9,618.3,259.6,573.6,295.6,561.9,240.2,498.7,283.0,448.2,584.6,268.3,473.4,261.6,,,540.1,265.6,1732,1349,1336
42079000702,42,079,HANOVER WARD 04,Luzerne,Hanover,Township,121,014,08,119,20,8,2504,426,1797,152,2,19,1,4,103,1898,248,1473,104,0,19,1,3,50,433.1,650.6,468.1,542.4,533.1,510.0,380.9,453.8,421.6,401.3,567.6,478.1,427.6,401.2,,,511.6,447.4,2357,1806,1807
42079000750,42,079,HANOVER WARD 06,Luzerne,Hanover,Township,119,014,08,119,20,8,1341,92,1097,100,2,2,0,8,40,1010,39,886,55,2,1,0,5,22,165.8,309.4,184.2,246.4,217.6,238.1,147.3,218.9,164.2,200.9,264.7,189.2,209.9,155.8,,,242.8,175.8,1292,1042,880
42079000835,42,079,HAZLE DISTRICT 04,Luzerne,Hazle,Township,119,014,08,116,29,8,1735,198,1455,27,0,31,0,3,21,1470,137,1273,16,0,29,0,0,15,218.2,651.2,269.2,522.9,340.8,467.4,212.7,515.3,324.0,392.6,547.2,276.1,453.9,268.3,,,509.9,273.0,1796,1495,1378
42079000815,42,079,HAZLE DISTRICT 02,Luzerne,Hazle,Township,119,014,08,116,29,8,2685,1063,1521,32,0,28,0,13,28,2149,680,1403,28,0,24,0,0,14,305.7,590.8,324.7,494.7,362.8,451.7,273.4,452.4,348.4,366.4,512.4,331.1,409.4,310.9,,,471.2,323.0,2476,2017,1974
42079000845,42,079,HAZLE DISTRICT 05,Luzerne,Hazle,Township,119,014,08,116,29,8,1652,293,1288,14,0,12,0,3,42,1359,188,1119,7,0,11,0,3,31,146.1,475.3,191.6,382.0,234.4,355.9,138.2,338.1,184.6,289.7,404.4,190.7,313.9,161.4,,,368.2,179.0,1573,1294,1273
42079001005,42,079,HAZLETON WARD 09,Luzerne,Hazleton,City,116,014,08,116,29,8,3341,2047,1152,60,1,25,1,20,35,2516,1415,1014,45,1,18,0,10,13,383.0,454.0,399.0,372.0,456.0,330.0,238.0,349.0,295.0,281.0,385.3,412.7,315.0,266.5,,,357.2,354.2,2612,1967,1355
42079001150,42,079,HOLLENBACK,Luzerne,Hollenback,Township,116,020,09,117,27,9,1162,13,1098,2,1,1,0,2,45,965,5,925,1,1,1,0,2,30,110.2,485.0,136.3,411.6,169.6,408.4,115.0,370.3,137.4,346.8,435.0,138.7,358.5,126.2,,,404.4,133.7,1228,978,960
42079001180,42,079,HUNLOCK,Luzerne,Hunlock,Township,117,020,09,117,20,9,2223,34,2103,18,0,6,0,3,59,1854,26,1766,14,0,1,0,3,44,239.7,718.3,282.9,605.1,337.6,614.7,244.5,563.9,288.6,510.2,646.0,286.7,537.0,266.6,,,602.4,278.7,2443,1948,1920
